filename,filepath,label,category,subdirectory
AU_SS_O_069.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_069.bmp,0,authentic_Au-SS-O,Au-SS-O
AU_SS_O_021.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_021.bmp,0,authentic_Au-SS-O,Au-SS-O
AU_SS_O_073.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_073.bmp,0,authentic_Au-SS-O,Au-SS-O
AU_TT_V_003.bmp,./data\ImSpliceDataset\Au-TT-V\AU_TT_V_003.bmp,0,authentic_Au-TT-V,Au-TT-V
SP_T_079.bmp,./data\ImSpliceDataset\Sp-T\SP_T_079.bmp,1,forged_Sp-T,Sp-T
SP_T_116.bmp,./data\ImSpliceDataset\Sp-T\SP_T_116.bmp,1,forged_Sp-T,Sp-T
AU_T_024.bmp,./data\ImSpliceDataset\Au-T\AU_T_024.bmp,0,authentic_Au-T,Au-T
SP_TT_O_169.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_169.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_T_081.bmp,./data\ImSpliceDataset\Au-T\AU_T_081.bmp,0,authentic_Au-T,Au-T
SP_T_068.bmp,./data\ImSpliceDataset\Sp-T\SP_T_068.bmp,1,forged_Sp-T,Sp-T
SP_TT_H_027.bmp,./data\ImSpliceDataset\Sp-TT-H\SP_TT_H_027.bmp,1,forged_Sp-TT-H,Sp-TT-H
SP_TS_O_113.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_113.bmp,1,forged_Sp-TS-O,Sp-TS-O
SP_T_086.bmp,./data\ImSpliceDataset\Sp-T\SP_T_086.bmp,1,forged_Sp-T,Sp-T
AU_T_049.bmp,./data\ImSpliceDataset\Au-T\AU_T_049.bmp,0,authentic_Au-T,Au-T
AU_SS_V_020.bmp,./data\ImSpliceDataset\Au-SS-V\AU_SS_V_020.bmp,0,authentic_Au-SS-V,Au-SS-V
AU_TS_O_137.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_137.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_TS_O_107.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_107.bmp,1,forged_Sp-TS-O,Sp-TS-O
SP_T_032.bmp,./data\ImSpliceDataset\Sp-T\SP_T_032.bmp,1,forged_Sp-T,Sp-T
AU_TS_H_044.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_044.bmp,0,authentic_Au-TS-H,Au-TS-H
SP_TS_H_034.bmp,./data\ImSpliceDataset\Sp-TS-H\SP_TS_H_034.bmp,1,forged_Sp-TS-H,Sp-TS-H
AU_TS_V_078.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_078.bmp,0,authentic_Au-TS-V,Au-TS-V
SP_TS_O_167.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_167.bmp,1,forged_Sp-TS-O,Sp-TS-O
SP_TT_O_124.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_124.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_TS_V_092.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_092.bmp,0,authentic_Au-TS-V,Au-TS-V
SP_S_008.bmp,./data\ImSpliceDataset\Sp-S\SP_S_008.bmp,1,forged_Sp-S,Sp-S
SP_TT_O_014.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_014.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_TS_V_019.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_019.bmp,0,authentic_Au-TS-V,Au-TS-V
AU_TS_V_025.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_025.bmp,0,authentic_Au-TS-V,Au-TS-V
SP_TS_V_019.bmp,./data\ImSpliceDataset\Sp-TS-V\SP_TS_V_019.bmp,1,forged_Sp-TS-V,Sp-TS-V
AU_TS_O_044.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_044.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_TS_O_177.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_177.bmp,1,forged_Sp-TS-O,Sp-TS-O
SP_TT_O_059.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_059.bmp,1,forged_Sp-TT-O,Sp-TT-O
SP_TT_V_027.bmp,./data\ImSpliceDataset\Sp-TT-V\SP_TT_V_027.bmp,1,forged_Sp-TT-V,Sp-TT-V
SP_TT_H_062.bmp,./data\ImSpliceDataset\Sp-TT-H\SP_TT_H_062.bmp,1,forged_Sp-TT-H,Sp-TT-H
AU_T_013.bmp,./data\ImSpliceDataset\Au-T\AU_T_013.bmp,0,authentic_Au-T,Au-T
AU_TS_H_094.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_094.bmp,0,authentic_Au-TS-H,Au-TS-H
AU_SS_O_060.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_060.bmp,0,authentic_Au-SS-O,Au-SS-O
SP_TT_V_001.bmp,./data\ImSpliceDataset\Sp-TT-V\SP_TT_V_001.bmp,1,forged_Sp-TT-V,Sp-TT-V
SP_T_111.bmp,./data\ImSpliceDataset\Sp-T\SP_T_111.bmp,1,forged_Sp-T,Sp-T
SP_SS_V_022.bmp,./data\ImSpliceDataset\Sp-SS-V\SP_SS_V_022.bmp,1,forged_Sp-SS-V,Sp-SS-V
AU_T_082.bmp,./data\ImSpliceDataset\Au-T\AU_T_082.bmp,0,authentic_Au-T,Au-T
AU_TS_H_073.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_073.bmp,0,authentic_Au-TS-H,Au-TS-H
AU_T_042.bmp,./data\ImSpliceDataset\Au-T\AU_T_042.bmp,0,authentic_Au-T,Au-T
AU_S_H_004.bmp,./data\ImSpliceDataset\Au-SS-H\AU_S_H_004.bmp,0,authentic_Au-SS-H,Au-SS-H
AU_S_019.bmp,./data\ImSpliceDataset\Au-S\AU_S_019.bmp,0,authentic_Au-S,Au-S
SP_SS_O_022.bmp,./data\ImSpliceDataset\Sp-SS-O\SP_SS_O_022.bmp,1,forged_Sp-SS-O,Sp-SS-O
SP_TS_H_024.bmp,./data\ImSpliceDataset\Sp-TS-H\SP_TS_H_024.bmp,1,forged_Sp-TS-H,Sp-TS-H
AU_SS_O_072.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_072.bmp,0,authentic_Au-SS-O,Au-SS-O
AU_S_011.bmp,./data\ImSpliceDataset\Au-S\AU_S_011.bmp,0,authentic_Au-S,Au-S
SP_TT_O_025.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_025.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_TS_O_120.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_120.bmp,0,authentic_Au-TS-O,Au-TS-O
AU_SS_O_062.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_062.bmp,0,authentic_Au-SS-O,Au-SS-O
AU_TS_O_008.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_008.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_TS_O_136.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_136.bmp,1,forged_Sp-TS-O,Sp-TS-O
AU_T_074.bmp,./data\ImSpliceDataset\Au-T\AU_T_074.bmp,0,authentic_Au-T,Au-T
SP_TS_H_062.bmp,./data\ImSpliceDataset\Sp-TS-H\SP_TS_H_062.bmp,1,forged_Sp-TS-H,Sp-TS-H
AU_TS_O_143.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_143.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_TS_O_003.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_003.bmp,1,forged_Sp-TS-O,Sp-TS-O
SP_TT_O_016.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_016.bmp,1,forged_Sp-TT-O,Sp-TT-O
SP_TS_O_104.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_104.bmp,1,forged_Sp-TS-O,Sp-TS-O
AU_TT_H_033.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_033.bmp,0,authentic_Au-TT-H,Au-TT-H
SP_TT_O_002.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_002.bmp,1,forged_Sp-TT-O,Sp-TT-O
SP_T_001.bmp,./data\ImSpliceDataset\Sp-T\SP_T_001.bmp,1,forged_Sp-T,Sp-T
SP_TT_O_015.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_015.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_S_054.bmp,./data\ImSpliceDataset\Au-S\AU_S_054.bmp,0,authentic_Au-S,Au-S
SP_TT_O_063.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_063.bmp,1,forged_Sp-TT-O,Sp-TT-O
SP_TT_V_042.bmp,./data\ImSpliceDataset\Sp-TT-V\SP_TT_V_042.bmp,1,forged_Sp-TT-V,Sp-TT-V
AU_SS_O_045.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_045.bmp,0,authentic_Au-SS-O,Au-SS-O
AU_TS_H_082.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_082.bmp,0,authentic_Au-TS-H,Au-TS-H
AU_TT_O_056.bmp,./data\ImSpliceDataset\Au-TT-O\AU_TT_O_056.bmp,0,authentic_Au-TT-O,Au-TT-O
SP_TT_H_015.bmp,./data\ImSpliceDataset\Sp-TT-H\SP_TT_H_015.bmp,1,forged_Sp-TT-H,Sp-TT-H
SP_TS_O_076.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_076.bmp,1,forged_Sp-TS-O,Sp-TS-O
AU_TS_H_064.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_064.bmp,0,authentic_Au-TS-H,Au-TS-H
AU_TS_H_002.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_002.bmp,0,authentic_Au-TS-H,Au-TS-H
SP_TT_V_043.bmp,./data\ImSpliceDataset\Sp-TT-V\SP_TT_V_043.bmp,1,forged_Sp-TT-V,Sp-TT-V
AU_TT_H_034.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_034.bmp,0,authentic_Au-TT-H,Au-TT-H
AU_TS_V_085.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_085.bmp,0,authentic_Au-TS-V,Au-TS-V
AU_TT_V_012.bmp,./data\ImSpliceDataset\Au-TT-V\AU_TT_V_012.bmp,0,authentic_Au-TT-V,Au-TT-V
AU_TS_O_163.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_163.bmp,0,authentic_Au-TS-O,Au-TS-O
AU_TS_O_130.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_130.bmp,0,authentic_Au-TS-O,Au-TS-O
AU_TS_H_100.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_100.bmp,0,authentic_Au-TS-H,Au-TS-H
AU_S_H_048.bmp,./data\ImSpliceDataset\Au-SS-H\AU_S_H_048.bmp,0,authentic_Au-SS-H,Au-SS-H
SP_TS_O_040.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_040.bmp,1,forged_Sp-TS-O,Sp-TS-O
AU_TS_H_027.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_027.bmp,0,authentic_Au-TS-H,Au-TS-H
AU_TS_O_065.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_065.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_T_062.bmp,./data\ImSpliceDataset\Sp-T\SP_T_062.bmp,1,forged_Sp-T,Sp-T
AU_TS_V_038.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_038.bmp,0,authentic_Au-TS-V,Au-TS-V
SP_SS_V_027.bmp,./data\ImSpliceDataset\Sp-SS-V\SP_SS_V_027.bmp,1,forged_Sp-SS-V,Sp-SS-V
SP_SS_V_007.bmp,./data\ImSpliceDataset\Sp-SS-V\SP_SS_V_007.bmp,1,forged_Sp-SS-V,Sp-SS-V
AU_S_H_008.bmp,./data\ImSpliceDataset\Au-SS-H\AU_S_H_008.bmp,0,authentic_Au-SS-H,Au-SS-H
SP_TS_V_025.bmp,./data\ImSpliceDataset\Sp-TS-V\SP_TS_V_025.bmp,1,forged_Sp-TS-V,Sp-TS-V
SP_TT_O_022.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_022.bmp,1,forged_Sp-TT-O,Sp-TT-O
SP_TT_O_076.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_076.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_TS_H_084.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_084.bmp,0,authentic_Au-TS-H,Au-TS-H
SP_TT_O_089.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_089.bmp,1,forged_Sp-TT-O,Sp-TT-O
SP_TS_O_127.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_127.bmp,1,forged_Sp-TS-O,Sp-TS-O
SP_T_091.bmp,./data\ImSpliceDataset\Sp-T\SP_T_091.bmp,1,forged_Sp-T,Sp-T
SP_SS_H_025.bmp,./data\ImSpliceDataset\Sp-SS-H\SP_SS_H_025.bmp,1,forged_Sp-SS-H,Sp-SS-H
SP_SS_H_009.bmp,./data\ImSpliceDataset\Sp-SS-H\SP_SS_H_009.bmp,1,forged_Sp-SS-H,Sp-SS-H
AU_TS_V_088.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_088.bmp,0,authentic_Au-TS-V,Au-TS-V
AU_TS_O_014.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_014.bmp,0,authentic_Au-TS-O,Au-TS-O
SP_TT_O_162.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_162.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_TS_V_064.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_064.bmp,0,authentic_Au-TS-V,Au-TS-V
AU_SS_O_030.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_030.bmp,0,authentic_Au-SS-O,Au-SS-O
AU_S_H_023.bmp,./data\ImSpliceDataset\Au-SS-H\AU_S_H_023.bmp,0,authentic_Au-SS-H,Au-SS-H
AU_TS_H_105.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_105.bmp,0,authentic_Au-TS-H,Au-TS-H
AU_TT_H_037.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_037.bmp,0,authentic_Au-TT-H,Au-TT-H
AU_S_H_002.bmp,./data\ImSpliceDataset\Au-SS-H\AU_S_H_002.bmp,0,authentic_Au-SS-H,Au-SS-H
AU_TS_H_112.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_112.bmp,0,authentic_Au-TS-H,Au-TS-H
SP_TT_O_053.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_053.bmp,1,forged_Sp-TT-O,Sp-TT-O
AU_TS_H_079.bmp,./data\ImSpliceDataset\Au-TS-H\AU_TS_H_079.bmp,0,authentic_Au-TS-H,Au-TS-H
AU_TT_O_067.bmp,./data\ImSpliceDataset\Au-TT-O\AU_TT_O_067.bmp,0,authentic_Au-TT-O,Au-TT-O
SP_S_018.bmp,./data\ImSpliceDataset\Sp-S\SP_S_018.bmp,1,forged_Sp-S,Sp-S
AU_TT_O_045.bmp,./data\ImSpliceDataset\Au-TT-O\AU_TT_O_045.bmp,0,authentic_Au-TT-O,Au-TT-O
AU_TT_O_039.bmp,./data\ImSpliceDataset\Au-TT-O\AU_TT_O_039.bmp,0,authentic_Au-TT-O,Au-TT-O
SP_TS_O_035.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_035.bmp,1,forged_Sp-TS-O,Sp-TS-O
SP_S_009.bmp,./data\ImSpliceDataset\Sp-S\SP_S_009.bmp,1,forged_Sp-S,Sp-S
AU_SS_O_024.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_024.bmp,0,authentic_Au-SS-O,Au-SS-O
AU_TS_V_040.bmp,./data\ImSpliceDataset\Au-TS-V\AU_TS_V_040.bmp,0,authentic_Au-TS-V,Au-TS-V
SP_TT_O_143.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_143.bmp,1,forged_Sp-TT-O,Sp-TT-O
SP_TT_O_128.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_128.bmp,1,forged_Sp-TT-O,Sp-TT-O
SP_S_030.bmp,./data\ImSpliceDataset\Sp-S\SP_S_030.bmp,1,forged_Sp-S,Sp-S
AU_TT_H_005.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_005.bmp,0,authentic_Au-TT-H,Au-TT-H
SP_TS_O_140.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_140.bmp,1,forged_Sp-TS-O,Sp-TS-O
SP_TS_O_152.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_152.bmp,1,forged_Sp-TS-O,Sp-TS-O
AU_TT_O_074.bmp,./data\ImSpliceDataset\Au-TT-O\AU_TT_O_074.bmp,0,authentic_Au-TT-O,Au-TT-O
AU_SS_O_055.bmp,./data\ImSpliceDataset\Au-SS-O\AU_SS_O_055.bmp,0,authentic_Au-SS-O,Au-SS-O
SP_SS_H_044.bmp,./data\ImSpliceDataset\Sp-SS-H\SP_SS_H_044.bmp,1,forged_Sp-SS-H,Sp-SS-H
AU_TT_O_040.bmp,./data\ImSpliceDataset\Au-TT-O\AU_TT_O_040.bmp,0,authentic_Au-TT-O,Au-TT-O
AU_TT_O_023.bmp,./data\ImSpliceDataset\Au-TT-O\AU_TT_O_023.bmp,0,authentic_Au-TT-O,Au-TT-O
AU_T_032.bmp,./data\ImSpliceDataset\Au-T\AU_T_032.bmp,0,authentic_Au-T,Au-T
SP_T_085.bmp,./data\ImSpliceDataset\Sp-T\SP_T_085.bmp,1,forged_Sp-T,Sp-T
AU_TS_O_114.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_114.bmp,0,authentic_Au-TS-O,Au-TS-O
AU_TT_V_015.bmp,./data\ImSpliceDataset\Au-TT-V\AU_TT_V_015.bmp,0,authentic_Au-TT-V,Au-TT-V
SP_T_063.bmp,./data\ImSpliceDataset\Sp-T\SP_T_063.bmp,1,forged_Sp-T,Sp-T
SP_SS_O_016.bmp,./data\ImSpliceDataset\Sp-SS-O\SP_SS_O_016.bmp,1,forged_Sp-SS-O,Sp-SS-O
AU_TT_H_006.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_006.bmp,0,authentic_Au-TT-H,Au-TT-H
SP_TT_H_056.bmp,./data\ImSpliceDataset\Sp-TT-H\SP_TT_H_056.bmp,1,forged_Sp-TT-H,Sp-TT-H
AU_T_016.bmp,./data\ImSpliceDataset\Au-T\AU_T_016.bmp,0,authentic_Au-T,Au-T
SP_T_098.bmp,./data\ImSpliceDataset\Sp-T\SP_T_098.bmp,1,forged_Sp-T,Sp-T
AU_TS_O_141.bmp,./data\ImSpliceDataset\Au-TS-O\AU_TS_O_141.bmp,0,authentic_Au-TS-O,Au-TS-O
AU_T_110.bmp,./data\ImSpliceDataset\Au-T\AU_T_110.bmp,0,authentic_Au-T,Au-T
AU_T_061.bmp,./data\ImSpliceDataset\Au-T\AU_T_061.bmp,0,authentic_Au-T,Au-T
SP_TS_O_172.bmp,./data\ImSpliceDataset\Sp-TS-O\SP_TS_O_172.bmp,1,forged_Sp-TS-O,Sp-TS-O
AU_TT_H_039.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_039.bmp,0,authentic_Au-TT-H,Au-TT-H
AU_SS_V_001.bmp,./data\ImSpliceDataset\Au-SS-V\AU_SS_V_001.bmp,0,authentic_Au-SS-V,Au-SS-V
AU_TT_H_041.bmp,./data\ImSpliceDataset\Au-TT-H\AU_TT_H_041.bmp,0,authentic_Au-TT-H,Au-TT-H
SP_TT_O_003.bmp,./data\ImSpliceDataset\Sp-TT-O\SP_TT_O_003.bmp,1,forged_Sp-TT-O,Sp-TT-O
